start_hour,start_month,start_weekday,duration_minutes,Distance(mi),Temperature(F),Visibility(mi),Amenity,Bump,Crossing,Junction,Railway,Stop,Traffic_Signal,Severity
7,1,1,104.81666666666666,0.0,41.0,10.0,0,0,1,0,0,0,1,2
18,1,3,59.6,0.0,54.0,10.0,0,0,0,0,0,0,1,2
14,1,3,123.43333333333334,0.0,82.0,10.0,0,0,1,0,0,0,0,2
8,1,2,29.833333333333332,0.0,43.0,10.0,0,0,1,0,0,0,0,2
16,1,1,81.6,0.0,41.0,7.0,0,0,0,0,0,0,0,3
14,4,3,108.35,0.0,65.0,10.0,0,0,0,0,0,0,0,2
6,3,2,91.16666666666667,0.0,45.0,4.0,0,0,0,0,0,0,1,2
8,3,3,59.78333333333333,0.0,46.0,13.0,0,0,0,0,0,1,0,2
9,1,4,221.08333333333334,6.099999904632568,46.0,2.0,0,0,0,0,0,0,0,2
13,4,5,61.25,0.0,63.0,10.0,0,0,0,0,0,0,0,2
9,3,2,29.583333333333332,0.0,35.0,9.0,0,0,0,0,0,0,0,2
9,1,3,30.0,2.0,24.0,10.0,0,0,0,0,0,0,0,3
10,4,6,76.46666666666667,0.0,67.0,10.0,0,0,0,0,0,0,0,2
6,1,2,44.583333333333336,0.0,29.0,10.0,0,0,0,0,0,0,0,3
16,3,1,76.35,0.6600000262260437,,10.0,0,0,0,0,0,0,0,3
7,4,1,109.88333333333334,0.0,57.0,10.0,0,0,0,0,0,0,0,2
4,3,4,59.3,0.0,53.0,9.0,0,0,0,0,0,0,0,2
5,3,2,74.75,0.0,54.0,6.0,0,0,0,0,0,0,0,2
4,3,4,253.26666666666668,0.0,50.0,7.0,0,0,0,0,0,0,0,2
6,6,3,64.81666666666666,0.0,71.0,10.0,0,0,0,0,0,0,1,2
12,1,5,106.41666666666667,0.0,63.0,9.0,0,0,0,0,0,0,0,3
4,1,1,281.51666666666665,0.0,52.0,6.0,0,0,0,0,0,0,0,2
19,1,5,95.45,0.0,3.0,10.0,0,0,0,0,0,0,0,3
8,1,3,59.75,0.0,39.0,10.0,0,0,0,0,0,0,0,3
18,3,4,153.4,0.0,39.0,7.0,0,0,0,1,0,0,0,3
18,4,5,75.01666666666667,0.0,50.0,10.0,0,0,0,0,0,0,0,2
11,3,2,103.11666666666666,0.0,73.0,10.0,0,0,0,0,0,0,0,2
1,3,1,60.11666666666667,0.0,62.0,10.0,0,0,0,0,0,0,0,2
8,3,3,59.71666666666667,0.0,66.0,10.0,0,0,1,0,0,0,1,2
12,3,2,96.76666666666667,0.0,59.0,10.0,0,0,0,0,0,0,0,2
19,1,1,116.21666666666667,15.420000076293944,46.0,10.0,0,0,0,0,0,0,0,4
8,1,4,59.8,0.0,,,0,0,0,0,0,0,0,2
10,3,3,90.75,0.0,82.0,10.0,0,0,1,0,0,0,1,2
16,4,4,76.65,0.0,74.0,10.0,0,0,0,0,0,0,0,2
13,4,4,75.11666666666666,0.0,79.0,10.0,0,0,1,0,0,0,1,2
6,3,3,40.266666666666666,0.0,27.0,10.0,0,0,0,0,0,0,0,3
13,4,3,44.65,0.0,86.0,10.0,0,0,0,0,0,0,0,2
18,4,0,92.38333333333334,0.0,60.0,6.0,0,0,0,0,0,0,0,2
12,1,6,63.13333333333333,0.5899999737739563,47.0,10.0,0,0,0,1,0,0,0,2
5,3,3,59.71666666666667,0.0,47.0,10.0,0,0,0,0,0,0,0,2
18,3,1,44.71666666666667,0.0,77.0,10.0,0,0,0,0,0,0,0,2
7,3,2,29.4,0.0,50.0,3.0,0,0,0,0,0,0,1,2
10,4,1,59.55,0.0,56.0,10.0,0,0,0,0,0,0,0,2
18,4,2,163.46666666666667,0.0,62.0,10.0,0,0,1,0,0,0,0,2
6,4,2,194.6,0.0,52.0,9.0,0,0,0,0,0,0,1,2
6,3,4,75.61666666666666,0.0,61.0,10.0,0,0,0,0,0,0,0,3
16,1,1,74.75,0.0,63.0,10.0,0,0,0,0,0,0,1,2
11,3,1,109.63333333333334,0.0,59.0,10.0,0,0,0,0,0,0,0,3
7,1,2,74.46666666666667,0.0,45.0,10.0,0,0,1,0,0,0,1,2
15,3,5,74.73333333333333,0.0,79.0,10.0,0,0,0,0,0,0,1,2
4,4,4,28.216666666666665,2.0,72.0,10.0,0,0,0,0,0,0,0,2
10,1,1,59.666666666666664,0.0,56.0,10.0,0,0,1,0,0,0,0,2
9,4,0,46.81666666666667,0.0,18.0,1.0,0,0,1,0,0,0,1,2
19,4,1,29.85,0.0,72.0,10.0,0,0,0,0,0,0,0,2
9,3,0,52.666666666666664,0.0,69.0,10.0,0,0,1,0,0,0,1,2
19,3,0,88.03333333333333,0.0,41.0,10.0,0,0,0,0,0,0,0,3
14,3,5,59.583333333333336,0.0,32.0,10.0,0,0,0,0,0,0,0,2
15,4,2,44.7,0.0,70.0,10.0,0,0,0,0,0,0,0,3
10,3,0,29.866666666666667,0.0,64.0,10.0,0,0,0,1,0,0,0,3
10,4,0,177.95,0.0,65.0,10.0,0,0,1,0,0,0,1,2
20,3,3,59.68333333333333,0.0,52.0,8.0,0,0,0,0,0,0,0,2
6,4,3,59.666666666666664,0.0,56.0,7.0,0,0,0,0,0,0,0,3
19,1,0,45.31666666666667,0.0,64.0,5.0,0,0,0,0,0,0,1,2
15,4,4,28.966666666666665,0.0,66.0,1.0,0,0,0,0,0,0,0,2
8,3,4,45.71666666666667,0.0,48.0,10.0,0,0,0,0,0,0,0,2
13,4,0,169.31666666666666,0.0,79.0,10.0,0,0,0,0,0,0,0,3
10,4,1,194.96666666666667,0.0,79.0,10.0,0,0,1,0,0,0,1,2
18,4,1,110.98333333333333,0.0,47.0,10.0,0,0,0,0,0,0,0,3
5,1,1,59.016666666666666,0.0,20.0,7.0,0,0,0,0,0,0,1,2
7,1,0,153.53333333333333,0.0,57.0,4.0,0,0,1,0,0,0,1,2
12,3,4,92.76666666666667,0.0,72.0,10.0,0,0,0,0,0,0,0,3
11,3,3,29.7,0.0,78.0,10.0,0,0,0,0,0,0,0,3
8,1,5,29.833333333333332,0.0,54.0,7.0,0,0,0,0,0,0,0,2
14,1,1,119.75,13.039999961853027,32.0,0.75,0,0,0,0,0,0,0,3
17,4,0,46.25,0.0,55.0,10.0,0,0,0,0,0,0,0,3
5,4,0,63.93333333333333,0.0,61.0,10.0,0,0,0,0,0,0,0,2
9,4,1,84.68333333333334,0.0,46.0,3.0,0,0,1,0,0,0,1,2
15,3,0,45.583333333333336,0.0,39.0,7.0,0,0,0,1,0,0,0,3
17,3,2,78.21666666666667,0.0,70.0,10.0,0,0,0,0,0,0,0,2
7,1,5,36.166666666666664,0.0,45.0,10.0,0,0,0,0,0,0,0,2
10,6,3,54.233333333333334,0.0,85.0,10.0,0,0,0,0,0,0,0,2
17,4,3,29.25,0.0,58.0,1.0,0,0,0,0,0,0,0,3
7,3,3,58.86666666666667,0.0,32.0,10.0,0,0,0,0,0,0,0,3
8,1,4,59.78333333333333,0.0,62.0,10.0,0,0,1,0,0,0,1,2
7,1,4,112.16666666666667,0.0,39.0,10.0,0,0,0,0,0,0,0,2
10,3,2,89.71666666666667,0.0,56.0,4.0,0,0,0,0,0,0,1,2
6,4,3,59.68333333333333,0.0,35.0,10.0,0,0,0,0,0,0,0,2
11,3,1,44.86666666666667,0.0,75.0,10.0,0,0,0,0,0,0,1,2
5,1,1,104.73333333333333,0.0,27.0,10.0,0,0,0,0,0,0,0,2
16,4,0,74.75,0.0,66.0,10.0,0,0,0,0,0,0,0,2
16,1,1,132.5,0.0,75.0,10.0,0,0,0,0,0,0,0,3
4,1,3,59.78333333333333,0.0,34.0,10.0,0,0,0,0,0,0,0,2
16,1,1,59.28333333333333,0.0,68.0,10.0,0,0,0,0,0,0,0,3
9,4,0,76.56666666666666,3.900000095367432,58.0,3.0,0,0,0,1,0,0,0,3
13,4,4,76.5,0.0,63.0,10.0,0,0,0,0,0,1,0,2
12,3,3,45.166666666666664,0.0,76.0,10.0,0,0,0,0,0,0,0,2
8,3,3,29.783333333333335,0.0,46.0,13.0,0,0,0,0,0,0,0,2
8,1,2,74.73333333333333,0.0,28.0,10.0,0,0,0,0,0,0,0,3
6,1,1,59.266666666666666,0.0,48.0,4.0,0,0,0,0,0,0,0,2
8,1,2,76.3,0.0,43.0,5.0,0,0,0,0,0,0,1,2
19,1,6,104.73333333333333,0.0,48.0,7.0,0,0,0,0,0,0,0,3
13,3,0,59.61666666666667,0.0,38.0,1.0,0,0,0,0,0,0,0,2
8,4,6,93.43333333333334,8.010000228881836,47.0,10.0,0,0,0,0,0,0,0,3
16,1,2,119.91666666666667,0.0,81.0,10.0,0,0,0,0,0,0,0,2
17,3,0,77.7,0.0,55.0,10.0,0,0,0,0,0,0,0,2
13,1,1,120.61666666666666,0.0,72.0,10.0,0,0,0,0,0,0,0,2
7,1,4,44.9,0.0,51.0,3.0,0,0,0,0,0,0,0,2
7,1,1,29.283333333333335,0.0,18.0,10.0,0,0,0,0,0,0,1,2
4,1,2,60.46666666666667,0.0,45.0,10.0,0,0,0,0,0,0,0,2
18,1,4,59.38333333333333,0.0,51.0,10.0,0,0,0,0,0,0,0,2
8,3,3,47.68333333333333,0.0,61.0,10.0,0,0,0,0,0,0,0,2
8,3,0,122.51666666666667,0.0,54.0,10.0,0,0,0,0,0,0,1,2
18,4,2,59.5,1.5800000429153442,60.0,10.0,0,0,0,0,0,0,0,3
8,1,3,29.583333333333332,0.0,34.0,10.0,0,0,0,0,0,0,0,2
4,1,0,29.4,0.6600000262260437,26.0,8.0,0,0,0,0,0,0,0,3
8,3,2,110.75,0.0,68.0,7.0,0,0,0,0,0,0,1,2
17,4,4,59.63333333333333,0.0,43.0,8.0,0,0,0,0,0,0,0,2
8,1,5,74.53333333333333,0.0,,10.0,0,0,0,0,0,0,0,3
8,3,3,45.43333333333333,0.0,50.0,10.0,0,0,0,0,0,0,0,2
6,1,2,29.333333333333332,0.0,27.0,10.0,0,0,0,0,0,0,0,3
9,1,2,120.88333333333334,0.0,52.0,10.0,0,0,0,0,0,0,0,2
7,1,3,59.53333333333333,0.0,61.0,9.0,0,0,1,0,0,0,1,2
19,1,5,29.75,0.0,57.0,10.0,0,0,0,0,0,0,0,2
18,4,2,122.01666666666667,0.0,62.0,10.0,0,0,1,0,0,0,0,2
13,3,0,59.45,0.0,57.0,10.0,0,0,0,0,0,0,0,2
19,1,3,157.41666666666666,0.0,64.0,10.0,0,0,0,0,0,0,0,3
5,3,3,82.15,0.0,38.0,10.0,0,0,0,0,0,0,0,2
3,4,4,59.733333333333334,0.0,48.0,9.0,0,0,0,0,0,0,0,2
17,3,4,80.78333333333333,0.0,60.0,10.0,0,0,0,0,0,0,0,3
9,1,2,29.766666666666666,0.0,43.0,10.0,0,0,0,0,0,0,0,2
18,4,0,29.883333333333333,0.0,55.0,10.0,0,0,1,0,0,0,0,2
16,4,1,74.78333333333333,0.0,76.0,10.0,0,0,0,0,0,0,0,2
11,4,0,53.05,0.0,68.0,10.0,0,0,0,0,0,0,0,2
7,3,0,89.31666666666666,0.0,32.0,10.0,0,0,0,0,0,0,0,2
17,1,3,51.81666666666667,1.350000023841858,54.0,10.0,0,0,0,1,0,0,0,2
17,1,4,169.81666666666666,0.0,47.0,10.0,0,0,1,0,0,0,1,2
8,3,3,29.45,0.0,52.0,10.0,0,0,0,0,0,0,0,3
6,6,3,29.566666666666666,0.0,75.0,10.0,0,0,0,0,0,0,0,2
8,1,1,29.216666666666665,0.0,62.0,10.0,0,0,0,0,0,0,0,2
7,1,1,89.63333333333334,0.0,23.0,10.0,0,0,0,0,0,0,1,2
7,3,3,59.25,0.0,49.0,10.0,0,0,0,0,0,0,0,2
7,3,1,69.61666666666666,0.0,34.0,10.0,0,0,0,0,0,0,0,2
16,3,0,137.75,0.0,57.0,7.0,0,0,0,0,0,0,1,2
16,1,0,59.68333333333333,0.0,47.0,10.0,0,0,0,0,0,0,0,2
9,3,5,46.31666666666667,0.0,30.0,0.25,0,0,0,0,0,0,0,2
10,1,3,59.4,0.0,34.0,10.0,0,0,0,0,0,0,0,3
6,1,3,44.35,0.0,59.0,7.0,0,0,0,0,0,0,0,3
13,1,2,49.733333333333334,4.309999942779541,33.0,10.0,0,0,0,0,0,0,0,3
18,1,4,77.73333333333333,0.0,55.0,10.0,0,0,0,0,0,0,0,2
22,1,3,59.96666666666667,0.0,22.0,10.0,0,0,0,0,0,0,0,2
16,3,0,76.16666666666667,0.0,74.0,10.0,0,0,0,0,0,0,0,3
4,1,3,45.93333333333333,0.0,32.0,3.0,0,0,0,0,0,0,0,2
10,3,5,134.6,0.0,73.0,10.0,0,0,0,0,0,0,0,2
8,3,2,45.7,0.0,40.0,2.0,0,0,0,0,0,0,0,3
5,1,3,122.91666666666667,0.0,27.0,10.0,0,0,1,0,0,0,1,2
9,4,2,60.3,0.0,72.0,10.0,0,0,0,0,0,0,0,2
15,1,0,95.93333333333334,0.0,80.0,10.0,0,0,1,0,0,0,1,1
17,1,4,29.583333333333332,0.0,62.0,10.0,0,0,0,0,0,0,0,3
6,3,4,44.5,0.0,24.0,10.0,0,0,0,0,0,0,0,3
7,1,4,44.85,0.0,49.0,9.0,0,0,0,0,0,0,0,2
12,1,3,42.2,0.0,30.0,9.0,0,0,0,0,0,0,0,2
7,3,1,29.85,0.0,62.0,5.0,0,0,0,0,0,0,0,2
13,3,2,61.733333333333334,0.0,66.0,10.0,0,0,0,0,0,0,1,2
21,3,4,59.483333333333334,8.369999885559082,,10.0,0,0,0,0,0,0,0,4
7,1,3,94.51666666666667,0.0,23.0,10.0,0,0,0,0,0,0,1,2
7,4,0,46.35,0.0,47.0,10.0,0,0,1,0,0,0,1,2
7,3,2,77.06666666666666,0.0,44.0,10.0,0,0,1,0,0,0,1,2
1,1,4,517.4,0.0,33.0,10.0,0,0,0,0,0,0,0,4
15,1,4,44.65,0.0,79.0,10.0,0,0,0,0,0,0,1,2
13,1,4,61.81666666666667,0.0,50.0,10.0,0,0,0,0,0,0,0,2
18,3,1,110.81666666666666,0.0,64.0,7.0,0,0,0,0,0,0,0,2
8,1,2,59.766666666666666,0.0,40.0,10.0,0,0,0,0,0,0,0,2
15,1,0,44.86666666666667,0.0,47.0,9.0,0,0,1,0,0,1,0,2
8,1,4,59.85,0.0,12.0,1.0,0,0,0,0,0,0,0,2
19,3,2,79.51666666666667,0.0,72.0,10.0,0,0,0,0,0,0,0,3
8,1,2,59.733333333333334,0.0,45.0,10.0,0,0,0,0,0,0,1,2
17,1,0,60.43333333333333,0.0,62.0,10.0,0,0,0,0,0,0,0,2
22,3,6,74.8,0.0,58.0,10.0,0,0,0,0,0,0,0,3
18,1,0,141.4,0.0,63.0,10.0,0,0,0,0,0,0,0,2
6,1,0,42.516666666666666,0.0,23.0,10.0,0,0,1,0,0,0,1,2
6,3,0,80.21666666666667,0.0,52.0,10.0,0,0,0,0,0,0,0,2
9,3,1,44.766666666666666,0.0,59.0,10.0,0,0,0,0,0,0,0,3
17,1,2,29.416666666666668,0.0,50.0,,0,0,0,0,0,0,1,2
7,4,1,46.583333333333336,0.0,48.0,10.0,0,0,0,0,0,0,0,2
16,3,0,29.483333333333334,0.0,41.0,10.0,0,0,0,0,0,0,0,3
6,4,1,65.31666666666666,0.0,61.0,3.0,0,0,0,0,0,0,1,2
10,1,2,59.56666666666667,0.0,50.0,5.0,0,0,0,0,0,0,0,2
14,1,2,45.36666666666667,0.0,65.0,5.0,0,0,0,1,0,0,0,3
16,1,1,74.73333333333333,0.0,36.0,8.0,0,0,0,0,0,0,1,2
20,3,1,29.583333333333332,0.0,61.0,10.0,0,0,0,0,0,0,0,3
6,4,3,59.65,0.0,57.0,10.0,0,0,1,0,0,0,0,3
6,1,3,58.88333333333333,0.0,19.0,10.0,0,0,0,0,0,0,0,2
7,4,3,78.93333333333334,0.0,78.0,6.0,0,0,0,0,0,0,1,2
11,1,2,29.633333333333333,0.0,34.0,10.0,0,0,1,0,0,0,0,2
7,3,0,45.083333333333336,0.0,48.0,2.0,0,0,0,0,0,0,0,2
6,4,1,47.083333333333336,0.0,49.0,10.0,0,0,0,1,0,0,0,3
9,1,1,44.55,0.0,56.0,10.0,0,0,0,1,0,0,0,2
6,1,4,44.71666666666667,0.0,55.0,10.0,0,0,0,0,0,0,0,2
7,1,4,73.83333333333333,0.9399999976158142,76.0,10.0,0,0,1,0,0,0,0,3
7,4,0,76.28333333333333,0.9499999880790708,36.0,10.0,0,0,0,0,1,0,0,3
13,4,5,87.11666666666666,0.0,68.0,10.0,0,0,0,0,0,0,0,3
6,4,4,157.51666666666668,0.0,62.0,10.0,0,0,1,0,0,0,0,2
8,4,0,29.55,0.0,55.0,10.0,0,0,1,0,0,0,1,2
16,4,3,45.71666666666667,0.0,74.0,10.0,0,0,0,0,0,0,1,3
14,3,0,45.56666666666667,0.0,74.0,10.0,0,0,0,0,0,0,0,2
16,3,2,88.05,0.8100000023841858,58.0,10.0,0,0,0,0,0,0,0,3
17,4,4,59.65,0.0,44.0,3.0,0,0,0,0,0,0,0,2
11,1,5,29.816666666666666,0.0,48.0,10.0,0,0,0,0,0,0,1,2
11,3,2,90.41666666666667,0.0,48.0,10.0,0,0,0,0,0,0,0,3
6,3,0,59.81666666666667,0.0,48.0,6.0,0,0,0,0,0,0,0,2
8,1,0,29.783333333333335,0.0,10.0,10.0,0,0,0,0,0,0,1,2
7,4,1,273.8666666666667,2.240000009536743,47.0,10.0,0,0,0,0,0,0,0,2
8,4,0,74.71666666666667,0.0,57.0,10.0,0,0,0,0,0,0,0,2
22,1,3,59.516666666666666,0.0,70.0,10.0,0,0,0,0,0,0,1,3
7,3,1,61.05,0.0,54.0,0.25,0,0,0,0,0,0,0,2
6,3,2,44.266666666666666,1.1699999570846558,54.0,10.0,0,0,0,0,0,0,1,2
10,3,3,60.46666666666667,0.0,51.0,10.0,0,0,0,0,0,0,0,2
10,3,0,119.8,0.0,50.0,10.0,0,0,1,0,0,0,0,2
8,1,3,89.71666666666667,0.0,34.0,5.0,0,0,0,0,0,0,0,2
10,1,4,92.56666666666666,0.0,40.0,10.0,0,0,0,0,0,0,0,3
4,4,6,70.05,0.0,51.0,10.0,0,0,1,0,1,0,0,2
19,3,4,29.65,0.0,63.0,10.0,0,0,0,0,0,0,0,2
5,4,0,89.76666666666667,0.0,46.0,10.0,0,0,0,0,0,0,0,2
5,3,2,59.65,0.0,52.0,0.0,0,0,0,0,0,0,0,3
6,4,2,46.68333333333333,0.0,28.0,1.0,0,0,0,0,0,0,0,2
13,4,3,195.8,0.0,57.0,10.0,0,0,0,0,0,0,0,3
7,3,4,261.95,0.0,70.0,9.0,0,0,0,0,0,0,0,2
8,1,4,59.38333333333333,0.0,24.0,10.0,0,0,1,0,0,0,1,2
7,1,2,59.63333333333333,0.0,37.0,10.0,0,0,0,0,0,0,0,3
12,3,1,133.85,0.0,58.0,10.0,0,0,0,0,0,0,0,3
7,1,5,29.833333333333332,0.0,46.0,10.0,0,0,0,0,0,1,0,2
16,3,5,90.83333333333333,0.0,43.0,10.0,0,0,0,0,0,0,0,3
18,1,5,28.583333333333332,0.0,48.0,10.0,0,0,0,0,0,0,0,2
5,3,4,29.85,0.0,59.0,10.0,0,0,0,0,0,0,0,2
8,4,6,121.78333333333333,0.0,55.0,1.0,0,0,0,0,0,0,0,2
8,3,1,78.86666666666666,0.0,33.0,9.0,0,0,0,0,0,0,0,3
15,1,4,111.2,0.0,17.0,10.0,0,0,0,0,0,0,0,2
4,4,2,121.3,0.0,59.0,10.0,0,0,0,0,0,0,0,2
4,4,4,29.4,0.0,53.0,3.0,0,0,0,1,0,0,0,3
6,1,2,91.93333333333334,0.0,23.0,10.0,0,0,1,0,0,0,1,2
17,3,4,111.03333333333333,0.0,77.0,10.0,0,0,0,0,0,0,0,3
17,1,3,59.88333333333333,0.0,57.0,10.0,0,0,0,0,0,0,0,2
6,3,0,91.73333333333333,0.0,30.0,10.0,0,0,0,0,0,0,1,2
6,4,3,74.56666666666666,0.0,54.0,10.0,0,0,0,0,0,0,0,3
12,3,5,88.2,0.0,81.0,7.0,0,0,0,0,0,0,0,2
8,1,1,46.6,0.0,23.0,10.0,0,0,0,0,0,0,0,3
6,3,1,74.8,0.0,59.0,10.0,0,0,1,0,0,0,0,2
10,3,6,74.61666666666666,0.0,52.0,10.0,0,0,0,0,0,0,0,2
6,1,2,59.63333333333333,0.0,31.0,10.0,0,0,0,0,0,0,0,2
6,4,3,150.03333333333333,0.0,63.0,7.0,0,0,0,0,0,0,0,2
6,1,2,121.6,0.75,22.0,10.0,0,0,0,0,0,0,0,3
19,4,1,44.21666666666667,0.0,74.0,10.0,0,0,1,0,0,0,1,2
19,1,1,59.733333333333334,0.0,64.0,10.0,0,0,0,0,0,0,0,3
6,3,0,44.71666666666667,0.0,52.0,10.0,0,0,0,0,0,0,1,2
22,3,4,44.96666666666667,0.0,43.0,10.0,0,0,0,0,0,0,0,2
6,6,3,59.5,0.0,65.0,10.0,0,0,0,0,0,0,1,2
11,4,1,59.53333333333333,0.0,63.0,10.0,0,0,0,0,0,0,0,2
16,4,2,59.71666666666667,0.0,60.0,10.0,0,0,0,0,0,0,0,2
8,1,6,98.15,0.0,62.0,10.0,0,0,0,0,0,0,0,3
16,3,2,44.1,1.690000057220459,40.0,10.0,0,0,0,0,0,0,0,2
9,3,4,60.18333333333333,0.0,49.0,10.0,0,0,0,0,0,0,0,2
8,3,2,50.6,0.0,43.0,10.0,0,0,0,0,0,0,0,3
18,4,4,44.18333333333333,0.0,75.0,10.0,0,0,1,0,0,0,1,2
8,6,3,44.78333333333333,0.0,73.0,10.0,0,0,0,0,0,0,0,2
8,4,1,74.75,0.0,56.0,10.0,0,0,0,0,0,0,0,2
11,3,0,149.5,3.440000057220459,32.0,2.0,0,0,0,0,0,1,0,2
7,3,1,59.78333333333333,0.0,54.0,5.0,0,0,0,0,0,0,0,2
15,3,4,58.36666666666667,0.0,59.0,2.0,0,0,0,0,0,0,0,2
16,3,4,60.96666666666667,0.0,84.0,10.0,0,0,0,0,0,0,0,2
8,3,1,59.71666666666667,0.0,59.0,10.0,0,0,0,0,0,0,0,2
17,1,1,64.16666666666667,0.0,66.0,10.0,0,0,0,0,0,0,0,2
7,3,1,101.01666666666667,0.0,64.0,6.0,0,0,0,0,0,0,0,2
6,1,1,59.65,0.0,68.0,10.0,0,0,0,0,0,0,0,3
16,4,0,61.35,0.0,75.0,10.0,0,0,0,0,0,0,0,2
15,4,2,93.86666666666666,0.0,73.0,10.0,0,0,0,0,0,0,0,2
21,3,1,29.533333333333335,0.0,42.0,10.0,0,0,0,0,0,0,0,3
11,3,5,76.51666666666667,0.0,53.0,10.0,0,0,0,0,0,0,0,2
21,4,3,29.633333333333333,0.0,53.0,7.0,0,0,0,0,0,0,0,3
14,3,1,29.733333333333334,0.0,64.0,8.0,0,0,1,0,0,1,0,2
17,1,4,44.43333333333333,0.0,50.0,10.0,0,0,0,0,0,0,0,3
6,1,4,46.21666666666667,0.0,18.0,10.0,0,0,0,0,0,0,0,3
7,1,1,58.86666666666667,0.0,53.0,10.0,0,0,0,0,0,0,0,2
8,3,4,60.9,0.6299999952316284,72.0,5.0,0,0,0,0,0,0,0,3
2,1,4,76.78333333333333,0.0,24.0,10.0,0,0,1,0,0,1,0,2
16,6,3,109.23333333333333,0.0,93.0,10.0,0,0,0,0,0,0,0,2
13,4,4,177.4,0.0,88.0,10.0,0,0,0,0,0,0,0,2
7,4,3,76.2,0.0,36.0,10.0,0,0,0,0,0,0,0,2
16,1,0,59.36666666666667,0.0,46.0,10.0,0,0,0,0,0,0,0,3
6,3,3,119.4,0.0,70.0,10.0,0,0,0,0,0,0,0,2
9,3,0,74.86666666666666,0.0,31.0,10.0,0,0,0,0,0,0,0,2
14,4,5,68.01666666666667,0.0,52.0,6.0,0,0,0,0,0,0,0,3
11,1,0,102.96666666666667,0.0,28.0,1.0,0,0,0,0,0,0,0,2
16,3,1,131.96666666666667,0.0,62.0,10.0,0,0,0,0,0,0,0,2
5,4,4,113.21666666666667,0.0,58.0,10.0,0,0,0,0,0,0,1,2
14,4,0,60.2,0.0,62.0,10.0,0,0,1,0,0,0,1,2
12,3,4,75.08333333333333,0.0,36.0,10.0,0,0,0,0,0,0,0,2
16,1,4,44.93333333333333,0.0,50.0,10.0,0,0,0,1,0,0,0,2
11,3,4,76.58333333333333,0.0,63.0,10.0,0,0,0,0,0,0,0,2
16,3,1,59.9,0.0,62.0,10.0,0,0,0,0,0,0,1,2
6,4,0,59.68333333333333,0.0,61.0,10.0,0,0,0,0,0,0,0,2
18,3,1,29.616666666666667,0.0,42.0,10.0,0,0,0,0,0,0,0,3
22,1,0,78.63333333333334,0.0,64.0,1.0,0,0,0,0,0,0,0,2
7,4,4,29.283333333333335,0.0,41.0,5.0,0,0,0,0,0,0,0,2
14,3,2,52.86666666666667,0.9800000190734864,68.0,9.0,0,0,0,0,0,0,0,2
4,1,5,29.85,0.0,41.0,10.0,0,0,0,0,0,0,1,2
17,4,2,29.733333333333334,0.0,83.0,10.0,0,0,0,0,0,0,0,3
16,3,3,59.916666666666664,0.0,50.0,5.0,0,0,0,0,0,0,1,2
11,3,1,75.25,0.0,58.0,7.0,0,0,0,0,0,0,0,2
8,1,1,74.9,0.0,25.0,10.0,0,0,0,0,0,0,0,2
1,4,0,198.35,0.0,44.0,10.0,0,0,0,0,0,0,0,2
8,1,4,59.68333333333333,0.0,69.0,10.0,1,0,1,0,0,0,1,2
7,1,1,89.68333333333334,0.0,68.0,3.0,0,0,0,0,0,0,1,2
12,1,4,57.766666666666666,0.9499999880790708,50.0,10.0,0,0,0,1,0,0,0,3
6,1,0,59.78333333333333,0.0,24.0,10.0,0,0,0,0,0,0,0,2
18,1,2,44.61666666666667,0.0,67.0,10.0,0,0,0,0,0,0,0,3
12,3,2,45.35,0.0,50.0,10.0,0,0,0,0,0,0,0,2
14,3,0,172.1,0.0,46.0,10.0,0,0,0,0,0,0,0,2
6,3,2,364.1666666666667,0.75,55.0,10.0,0,0,0,0,0,0,0,3
16,3,1,59.63333333333333,0.0,49.0,10.0,0,0,0,0,0,0,0,3
12,4,3,112.4,0.0,55.0,10.0,0,0,0,0,0,0,0,2
8,4,4,29.683333333333334,0.0,54.0,10.0,0,0,0,0,0,0,1,2
6,3,5,30.8,0.0,48.0,6.0,0,0,1,0,1,0,0,2
16,3,2,75.21666666666667,0.0,52.0,10.0,0,0,0,0,0,0,0,2
17,3,3,62.68333333333333,0.0,62.0,10.0,0,0,0,0,0,0,0,2
8,1,2,59.78333333333333,0.0,64.0,8.0,0,0,1,0,0,0,0,2
9,1,1,95.21666666666667,0.0,49.0,10.0,0,0,0,0,0,0,0,3
10,4,2,59.666666666666664,0.0,69.0,10.0,0,0,0,0,0,0,0,2
14,3,0,44.45,0.0,85.0,10.0,0,0,0,0,0,0,0,2
8,3,5,60.61666666666667,0.0,52.0,10.0,0,0,0,0,0,0,0,2
9,3,3,57.8,0.0,77.0,10.0,0,0,0,0,0,0,1,2
9,1,3,44.61666666666667,0.0,50.0,2.0,0,0,0,0,0,0,0,2
7,1,4,128.75,0.5400000214576721,51.0,5.0,0,0,0,0,0,0,0,2
17,1,1,62.71666666666667,0.0,45.0,10.0,0,0,0,0,0,0,0,3
12,3,2,58.95,0.0,43.0,5.0,0,0,0,0,0,0,0,2
7,4,4,44.4,0.0399999991059303,51.0,10.0,0,0,0,1,0,0,0,3
8,1,1,30.0,0.0,49.0,9.0,0,0,0,0,0,0,0,3
16,4,4,89.8,0.0,51.0,10.0,0,0,0,0,0,0,0,2
7,3,3,74.76666666666667,0.0,72.0,10.0,0,0,1,0,0,0,1,2
7,1,0,126.21666666666667,0.0,21.0,8.0,0,0,1,0,0,0,1,2
